0.8862500000000001,0,0.001630648772300242,141: out
,"[99, 0, 0]","[0.03318870477019425, 1.1730238563978211e-05]"
,"[100, 0, 0]","[0.03318870475193649, 1.1622792419078376e-05]"
,"[101, 0, 0]","[0.03318870473854139, 5.929620152724983e-06]"
,"[102, 0, 0]","[0.03318870473122475, 1.96703016643742e-06]"
,"[103, 0, 0]","[0.03318870472489087, 5.624881224360555e-06]"
,"[104, 0, 0]","[0.033188704715549015, 9.076305091158321e-06]"
,"[105, 0, 0]","[0.03318870470459093, 8.86957979734077e-06]"
,"[106, 0, 0]","[0.0331887046965093, 4.468583894750483e-06]"
,"[107, 0, 0]","[0.03318870469210367, 1.5389695467796147e-06]"
,"[108, 0, 0]","[0.03318870468831652, 4.291216461498693e-06]"
,"[109, 0, 0]","[0.0331887046828032, 6.792780771532372e-06]"
,"[110, 0, 0]","[0.0331887046764162, 6.510948109167559e-06]"
,"[111, 0, 0]","[0.03318870467169283, 3.199589940075383e-06]"
,"[112, 0, 0]","[0.03318870466898658, 1.2961883333408756e-06]"
,"[113, 0, 0]","[0.033188704666500306, 3.5086029529719397e-06]"
,"[114, 0, 0]","[0.033188704662880465, 5.405894399483259e-06]"
,"[115, 0, 0]","[0.033188704658781744, 5.039417838612083e-06]"
,"[116, 0, 0]","[0.03318870465584913, 2.375788050228772e-06]"
,"[117, 0, 0]","[0.03318870465420529, 1.0512933928360308e-06]"
,"[118, 0, 0]","[0.03318870465269819, 2.7228586019713e-06]"
,"[119, 0, 0]","[0.03318870465055867, 4.0212425089443166e-06]"
,"[120, 0, 0]","[0.03318870464826041, 3.5403446299152045e-06]"
,"[121, 0, 0]","[0.03318870464668215, 1.5309864872176905e-06]"
,"[122, 0, 0]","[0.033188704645748475, 9.311426813774728e-07]"
,"[123, 0, 0]","[0.033188704644773116, 2.2829941792584985e-06]"
,"[124, 0, 0]","[0.03318870464333848, 3.290693715564299e-06]"
,"[125, 0, 0]","[0.03318870464180324, 2.8489572419585177e-06]"
,"[126, 0, 0]","[0.03318870464077499, 1.206038134190566e-06]"
,"[127, 0, 0]","[0.03318870464017542, 7.591440872415771e-07]"
,"[128, 0, 0]","[0.03318870463952005, 1.8867475232409112e-06]"
,"[129, 0, 0]","[0.033188704638470165, 2.876442590188352e-06]"
,"[130, 0, 0]","[0.033188704637221386, 2.7472548713271845e-06]"
,"[131, 0, 0]","[0.03318870463631375, 1.3632874950376426e-06]"
,"[132, 0, 0]","[0.033188704635830325, 5.103680396212816e-07]"
,"[133, 0, 0]","[0.033188704635400974, 1.3560492309187922e-06]"
,"[134, 0, 0]","[0.03318870463470212, 2.2903859739937598e-06]"
,"[135, 0, 0]","[0.03318870463376207, 2.5033176436646426e-06]"
,"[136, 0, 0]","[0.03318870463295189, 1.539640807080855e-06]"
,"[137, 0, 0]","[0.03318870463249609, 4.5178003525223414e-07]"
,"[138, 0, 0]","[0.03318870463216425, 9.647212235702076e-07]"
,"[139, 0, 0]","[0.03318870463168029, 1.7883520368308211e-06]"
,"[140, 0, 0]","[0.03318870463097992, 2.159059392647707e-06]"
,"[141, 0, 0]","[0.03318870463029306, 1.5468840204326068e-06]"
,"[142, 0, 0]","[0.03318870462985521, 5.195846817095627e-07]"
,"[143, 0, 0]","[0.033188704629551466, 7.609540884151384e-07]"
,"[144, 0, 0]","[0.03318870462915763, 1.5015589122011568e-06]"
,"[145, 0, 0]","[0.03318870462858197, 1.9049896645170316e-06]"
,"[146, 0, 0]","[0.03318870462798641, 1.4634595136720186e-06]"
,"[147, 0, 0]","[0.033188704627572244, 5.477013291381525e-07]"
,"[148, 0, 0]","[0.03318870462727401, 6.889312541300867e-07]"
,"[149, 0, 0]","[0.033188704626901114, 1.3974711782525202e-06]"
,"[150, 0, 0]","[0.033188704626370226, 1.791524164659341e-06]"
,"[151, 0, 0]","[0.03318870462584247, 1.3722258892476654e-06]"
,"[152, 0, 0]","[0.03318870462550737, 5.036582213786878e-07]"
,"[153, 0, 0]","[0.033188704625294246, 5.476763531985841e-07]"
,"[154, 0, 0]","[0.033188704625035134, 1.136546047227891e-06]"
,"[155, 0, 0]","[0.03318870462464694, 1.5177717899380032e-06]"
,"[156, 0, 0]","[0.03318870462423271, 1.241592488034347e-06]"
,"[157, 0, 0]","[0.03318870462394865, 5.042706574370415e-07]"
,"[158, 0, 0]","[0.03318870462376891, 4.4561784092307606e-07]"
,"[159, 0, 0]","[0.03318870462357025, 9.323194217663512e-07]"
,"[160, 0, 0]","[0.033188704623290065, 1.2258828482353606e-06]"
,"[161, 0, 0]","[0.03318870462300729, 9.66406422022806e-07]"
,"[162, 0, 0]","[0.03318870462282025, 3.774351181355661e-07]"
,"[163, 0, 0]","[0.03318870462269713, 3.9487244587152265e-07]"
,"[164, 0, 0]","[0.03318870462254832, 8.128868441634661e-07]"
,"[165, 0, 0]","[0.03318870462232869, 1.0814434284536873e-06]"
,"[166, 0, 0]","[0.033188704622093945, 8.836850877013855e-07]"
,"[167, 0, 0]","[0.033188704621926225, 3.693019776743871e-07]"
,"[168, 0, 0]","[0.03318870462180861, 3.7195931650450326e-07]"
,"[169, 0, 0]","[0.033188704621666044, 7.771174592529325e-07]"
,"[170, 0, 0]","[0.033188704621453624, 1.0569970321252544e-06]"
,"[171, 0, 0]","[0.03318870462121938, 8.955074745458443e-07]"
,"[172, 0, 0]","[0.03318870462104607, 3.9552841604398295e-07]"
,"[173, 0, 0]","[0.033188704620923305, 3.5866364820104476e-07]"
,"[174, 0, 0]","[0.03318870462077429, 7.785583457790104e-07]"
,"[175, 0, 0]","[0.03318870462054155, 1.1215041238667034e-06]"
,"[176, 0, 0]","[0.03318870462026547, 1.0343859705894186e-06]"
,"[177, 0, 0]","[0.033188704620053674, 5.102592995959979e-07]"
,"[178, 0, 0]","[0.03318870461991986, 3.0129203613286124e-07]"
,"[179, 0, 0]","[0.03318870461978459, 6.769004191184755e-07]"
,"[180, 0, 0]","[0.03318870461957867, 1.0195747048966893e-06]"
,"[181, 0, 0]","[0.03318870461932712, 9.880177791617203e-07]"
,"[182, 0, 0]","[0.03318870461912371, 5.251748806046068e-07]"
,"[183, 0, 0]","[0.03318870461899471, 2.704017183715541e-07]"
,"[184, 0, 0]","[0.03318870461887552, 5.880315529161275e-07]"
,"[185, 0, 0]","[0.033188704618712074, 8.55590866819026e-07]"
,"[186, 0, 0]","[0.03318870461853395, 7.663825887053596e-07]"
,"[187, 0, 0]","[0.03318870461840789, 3.606473959637457e-07]"
,"[188, 0, 0]","[0.03318870461833191, 2.3455412839062058e-07]"
,"[189, 0, 0]","[0.033188704618254336, 4.992678693451555e-07]"
,"[190, 0, 0]","[0.03318870461814204, 7.063648715246719e-07]"
,"[191, 0, 0]","[0.03318870461802273, 6.112739404997505e-07]"
,"[192, 0, 0]","[0.03318870461794465, 2.7201268680373184e-07]"
,"[193, 0, 0]","[0.033188704617902125, 1.7496465947544543e-07]"
,"[194, 0, 0]","[0.033188704617859374, 3.6712913959797004e-07]"
,"[195, 0, 0]","[0.03318870461779399, 5.297429162571786e-07]"
,"[196, 0, 0]","[0.033188704617718987, 4.820318344989132e-07]"
,"[197, 0, 0]","[0.03318870461766265, 2.3701380413776388e-07]"
,"[198, 0, 0]","[0.03318870461762682, 1.5779392499821565e-07]"
,"[199, 0, 0]","[0.03318870461758983, 3.273900255043085e-07]"
,"[200, 0, 0]","[0.03318870461753623, 4.643703591337133e-07]"
,"[201, 0, 0]","[0.03318870461747675, 4.125499019809104e-07]"
,"[202, 0, 0]","[0.03318870461743287, 1.98720336849146e-07]"
,"[203, 0, 0]","[0.0331887046174038, 1.5008327563497134e-07]"
,"[204, 0, 0]","[0.03318870461737159, 3.099736532192384e-07]"
,"[205, 0, 0]","[0.033188704617323914, 4.391405374296247e-07]"
,"[206, 0, 0]","[0.03318870461727113, 3.89557297810228e-07]"
,"[207, 0, 0]","[0.0331887046172342, 1.8482001253846213e-07]"
,"[208, 0, 0]","[0.03318870461721194, 1.2599724026697527e-07]"
,"[209, 0, 0]","[0.03318870461718794, 2.647163926095321e-07]"
,"[210, 0, 0]","[0.03318870461714962, 3.984978017720496e-07]"
,"[211, 0, 0]","[0.03318870461710257, 3.897530572634623e-07]"
,"[212, 0, 0]","[0.03318870461706608, 2.113174937634066e-07]"
,"[213, 0, 0]","[0.03318870461704482, 1.0438904858307685e-07]"
,"[214, 0, 0]","[0.03318870461702517, 2.168196818249765e-07]"
,"[215, 0, 0]","[0.03318870461699362, 3.553602129101351e-07]"
,"[216, 0, 0]","[0.03318870461695019, 3.934912011496084e-07]"
,"[217, 0, 0]","[0.03318870461691081, 2.568467161417703e-07]"
,"[218, 0, 0]","[0.03318870461688661, 1.0410597487846857e-07]"
,"[219, 0, 0]","[0.033188704616867994, 1.7604911956652192e-07]"
,"[220, 0, 0]","[0.0331887046168416, 3.0539931453689593e-07]"
,"[221, 0, 0]","[0.03318870461680424, 3.602088045498824e-07]"
,"[222, 0, 0]","[0.03318870461676836, 2.567056025569517e-07]"
,"[223, 0, 0]","[0.03318870461674513, 1.0672926350206741e-07]"
,"[224, 0, 0]","[0.033188704616727925, 1.5320438647100257e-07]"
,"[225, 0, 0]","[0.033188704616704666, 2.756014283811158e-07]"
,"[226, 0, 0]","[0.03318870461667122, 3.3972066987534907e-07]"
,"[227, 0, 0]","[0.03318870461663862, 2.5451441218593573e-07]"
,"[228, 0, 0]","[0.03318870461661874, 1.0366940759024218e-07]"
,"[229, 0, 0]","[0.03318870461660637, 1.1434386333560484e-07]"
,"[230, 0, 0]","[0.03318870461659113, 2.1135891759920693e-07]"
,"[231, 0, 0]","[0.033188704616568566, 2.7328059879788113e-07]"
,"[232, 0, 0]","[0.033188704616545495, 2.1813734108326867e-07]"
,"[233, 0, 0]","[0.033188704616530916, 9.447741049987856e-08]"
,"[234, 0, 0]","[0.0331887046165222, 8.67505492918272e-08]"
,"[235, 0, 0]","[0.03318870461651218, 1.6332390808092346e-07]"
,"[236, 0, 0]","[0.033188704616496784, 2.217155402977451e-07]"
,"[237, 0, 0]","[0.03318870461648018, 1.8968100529754193e-07]"
,"[238, 0, 0]","[0.03318870461646915, 8.837619728110765e-08]"
,"[239, 0, 0]","[0.03318870461646302, 6.436381116624886e-08]"
,"[240, 0, 0]","[0.03318870461645673, 1.2041141049972759e-07]"
,"[241, 0, 0]","[0.03318870461644719, 1.6822482271081872e-07]"
,"[242, 0, 0]","[0.03318870461643672, 1.4942509426252637e-07]"
,"[243, 0, 0]","[0.03318870461642948, 7.3503256030125e-08]"
,"[244, 0, 0]","[0.0331887046164254, 4.986115405802563e-08]"
,"[245, 0, 0]","[0.033188704616421386, 9.208612869151755e-08]"
,"[246, 0, 0]","[0.03318870461641531, 1.3068473999698e-07]"
,"[247, 0, 0]","[0.03318870461640856, 1.18194635141751e-07]"
,"[248, 0, 0]","[0.033188704616404024, 5.900162922738131e-08]"
,"[249, 0, 0]","[0.033188704616401624, 3.64454426850783e-08]"
,"[250, 0, 0]","[0.03318870461639935, 6.59783647723542e-08]"
,"[251, 0, 0]","[0.033188704616395885, 9.698536278362051e-08]"
,"[252, 0, 0]","[0.0331887046163917, 9.374340933281384e-08]"
,"[253, 0, 0]","[0.03318870461638851, 5.181431026550167e-08]"
,"[254, 0, 0]","[0.03318870461638671, 2.9164623653201874e-08]"
,"[255, 0, 0]","[0.033188704616385276, 4.874596083926807e-08]"
,"[256, 0, 0]","[0.0331887046163833, 6.67930389222995e-08]"
,"[257, 0, 0]","[0.03318870461638128, 5.780883420778801e-08]"
,"[258, 0, 0]","[0.03318870461637996, 2.8784394433735262e-08]"
,"[259, 0, 0]","[0.033188704616379155, 2.256514288462312e-08]"
,"[260, 0, 0]","[0.03318870461637839, 3.816763890209373e-08]"
,"[261, 0, 0]","[0.03318870461637729, 4.834392309524604e-08]"
,"[262, 0, 0]","[0.03318870461637626, 3.7595964126812614e-08]"
,"[263, 0, 0]","[0.03318870461637566, 1.7490688690775205e-08]"
,"[264, 0, 0]","[0.03318870461637525, 1.767292176772826e-08]"
,"[265, 0, 0]","[0.03318870461637485, 2.9726374311724643e-08]"
,"[266, 0, 0]","[0.03318870461637425, 3.646264223206059e-08]"
,"[267, 0, 0]","[0.03318870461637363, 2.7457317670383515e-08]"
,"[268, 0, 0]","[0.03318870461637328, 1.2788921753097855e-08]"
,"[269, 0, 0]","[0.03318870461637307, 1.3870586227394838e-08]"
,"[270, 0, 0]","[0.03318870461637276, 2.263558723347995e-08]"
,"[271, 0, 0]","[0.03318870461637242, 2.6527350787172e-08]"
0.8861328125000001,0,1.4691577069849436e-13
,,RedoPen
0.8861328125000001,"[0, 0, 0]","[0.03318697545709648, 0.006919927336475386]"
,"[1, 0, 0]","[0.033803008125976725, 0.18496412625903896]"
,"[1, 0, 0]","[0.033803008125976725, 0.18496412625903896]"
,"[1, 0, 1]","[0.03332901445924437, 0.08902400023717887]"
,"[1, 0, 2]","[0.03321649980884736, 0.041052530077049884]"
,"[1, 0, 3]","[0.03319136374248848, 0.01706644247489163]"
,"[2, 0, 0]","[0.03318611192659181, 9.062282416473108e-05]"
,"[3, 0, 0]","[0.033186190660485726, 0.0019209751552448156]"
,"[3, 0, 0]","[0.033186190660485726, 0.0019209751552448156]"
,"[3, 0, 1]","[0.033186129557494184, 0.0009174637410747275]"
,"[3, 0, 2]","[0.033186115308031394, 0.00041607238523496315]"
,"[3, 0, 3]","[0.03318611225880868, 0.00016643133015899363]"
,"[4, 0, 0]","[0.033186116123301496, 0.00043993164549221503]"
,"[4, 0, 0]","[0.033186116123301496, 0.00043993164549221503]"
,"[4, 0, 1]","[0.03318611264317289, 0.0002064537478286232]"
,"[4, 0, 2]","[0.03318611187436987, 9.276524803366148e-05]"
,"[5, 0, 0]","[0.033186111563769966, 6.96724844087059e-05]"
,"[6, 0, 0]","[0.03318611263795661, 0.00023814025224683244]"
,"[6, 0, 0]","[0.03318611263795661, 0.00023814025224683244]"
,"[7, 0, 0]","[0.03318611175091179, 0.0001586439766103973]"
,"[7, 0, 0]","[0.03318611175091179, 0.0001586439766103973]"
,"[8, 0, 0]","[0.033186111285462956, 0.00014924343279067376]"
,"[8, 0, 0]","[0.033186111285462956, 0.00014924343279067376]"
,"[9, 0, 0]","[0.03318611066728263, 2.74002226388096e-05]"
,"[10, 0, 0]","[0.033186111191403266, 0.000116444068904001]"
,"[10, 0, 0]","[0.033186111191403266, 0.000116444068904001]"
,"[10, 0, 1]","[0.03318611067644445, 4.989491051220042e-05]"
,"[11, 0, 0]","[0.033186110547222786, 1.0689083510505598e-05]"
,"[12, 0, 0]","[0.03318611047768405, 4.948762740326425e-05]"
,"[13, 0, 0]","[0.03318611039817752, 4.259708934580813e-05]"
,"[14, 0, 0]","[0.03318611026848937, 1.0169817637786651e-05]"
,"[15, 0, 0]","[0.03318611023551334, 5.41613368362234e-06]"
,"[16, 0, 0]","[0.033186110227544675, 3.8619363600435693e-05]"
,"[16, 0, 0]","[0.033186110227544675, 3.8619363600435693e-05]"
,"[17, 0, 0]","[0.03318611011874519, 2.9130722485701254e-05]"
,"[18, 0, 0]","[0.033186110069910596, 1.7478552120674532e-05]"
,"[19, 0, 0]","[0.03318611001463535, 7.677985167838276e-06]"
,"[20, 0, 0]","[0.033186110045444986, 2.512658360207012e-05]"
,"[20, 0, 0]","[0.033186110045444986, 2.512658360207012e-05]"
,"[21, 0, 0]","[0.0331861099873098, 8.288258966165187e-06]"
,"[22, 0, 0]","[0.033186109941360106, 8.28344524744988e-06]"
,"[23, 0, 0]","[0.03318610990832118, 8.46862368125372e-06]"
,"[24, 0, 0]","[0.03318610988901035, 7.44803850532944e-06]"
,"[25, 0, 0]","[0.03318610991058338, 1.8232449166754254e-05]"
,"[25, 0, 0]","[0.03318610991058338, 1.8232449166754254e-05]"
,"[26, 0, 0]","[0.0331861098674271, 3.942638497266588e-06]"
,"[27, 0, 0]","[0.033186109845710084, 5.665197714589482e-06]"
,"[28, 0, 0]","[0.033186109831914896, 5.412776005435769e-06]"
,"[29, 0, 0]","[0.03318610982287152, 2.718988754568988e-06]"
,"[30, 0, 0]","[0.033186109817488235, 2.0471002389522853e-06]"
,"[31, 0, 0]","[0.03318610981010251, 4.112437017216007e-06]"
,"[32, 0, 0]","[0.03318610980074716, 5.371509625469152e-06]"
,"[33, 0, 0]","[0.0331861097925599, 3.972221779806197e-06]"
,"[34, 0, 0]","[0.033186109787923364, 1.62677673226578e-06]"
,"[35, 0, 0]","[0.03318610978466997, 1.984076708493187e-06]"
,"[36, 0, 0]","[0.03318610978039549, 3.6621942591637593e-06]"
,"[37, 0, 0]","[0.033186109774868786, 4.2863809999806765e-06]"
,"[38, 0, 0]","[0.03318610977001042, 2.8995526428585675e-06]"
,"[39, 0, 0]","[0.033186109766843316, 1.2434168058760422e-06]"
,"[40, 0, 0]","[0.033186109764151, 2.1267224125191748e-06]"
,"[41, 0, 0]","[0.03318610976047626, 3.580307765862602e-06]"
,"[42, 0, 0]","[0.03318610975600366, 3.8030364657416852e-06]"
,"[43, 0, 0]","[0.03318610975233212, 2.2865255513042933e-06]"
,"[44, 0, 0]","[0.03318610975001522, 1.0526865554803527e-06]"
,"[45, 0, 0]","[0.03318610974799015, 2.04080649541007e-06]"
,"[46, 0, 0]","[0.033186109745350745, 3.0556382361239834e-06]"
,"[47, 0, 0]","[0.033186109742631566, 2.7473852632490147e-06]"
,"[48, 0, 0]","[0.03318610974089502, 1.288193058737692e-06]"
,"[49, 0, 0]","[0.03318610973999046, 7.421759067171929e-07]"
,"[50, 0, 0]","[0.03318610973914566, 1.4911218037035695e-06]"
,"[51, 0, 0]","[0.03318610973795806, 2.0696399974983508e-06]"
,"[52, 0, 0]","[0.033186109736776576, 1.7162511709305202e-06]"
,"[53, 0, 0]","[0.03318610973604351, 7.387632095904062e-07]"
,"[54, 0, 0]","[0.03318610973563022, 5.801645702282694e-07]"
,"[55, 0, 0]","[0.03318610973517689, 1.149057044015513e-06]"
,"[56, 0, 0]","[0.03318610973451206, 1.5578785349473953e-06]"
,"[57, 0, 0]","[0.033186109733829454, 1.2866368215411337e-06]"
,"[58, 0, 0]","[0.03318610973338874, 5.611969889983195e-07]"
,"[59, 0, 0]","[0.03318610973312841, 4.656600348351776e-07]"
,"[60, 0, 0]","[0.0331861097328456, 8.953331325324037e-07]"
,"[61, 0, 0]","[0.03318610973245253, 1.1608057329442387e-06]"
,"[62, 0, 0]","[0.03318610973208012, 8.949696838391866e-07]"
,"[63, 0, 0]","[0.033186109731862486, 3.6140777669711366e-07]"
,"[64, 0, 0]","[0.033186109731737495, 3.462358407130358e-07]"
,"[65, 0, 0]","[0.03318610973158869, 6.625303878763798e-07]"
,"[66, 0, 0]","[0.033186109731364474, 8.83165066352978e-07]"
,"[67, 0, 0]","[0.03318610973112775, 7.30617088812231e-07]"
,"[68, 0, 0]","[0.033186109730966515, 3.3160146254723473e-07]"
,"[69, 0, 0]","[0.03318610973086081, 3.0574146511466735e-07]"
,"[70, 0, 0]","[0.033186109730732584, 6.012161856418776e-07]"
,"[71, 0, 0]","[0.03318610973053056, 8.495725875960405e-07]"
,"[72, 0, 0]","[0.033186109730293796, 7.765369267192033e-07]"
,"[73, 0, 0]","[0.03318610973011623, 3.950270246266559e-07]"
,"[74, 0, 0]","[0.03318610973000717, 2.5976919359142587e-07]"
,"[75, 0, 0]","[0.0331861097298996, 4.999956615789405e-07]"
,"[76, 0, 0]","[0.033186109729742466, 7.093276251273051e-07]"
,"[77, 0, 0]","[0.0331861097295596, 6.518498030674642e-07]"
,"[78, 0, 0]","[0.03318610972941148, 3.485431089692083e-07]"
,"[79, 0, 0]","[0.033186109729302256, 2.8050797105708977e-07]"
,"[80, 0, 0]","[0.03318610972917652, 5.462284097912794e-07]"
,"[81, 0, 0]","[0.03318610972898722, 7.828952253078023e-07]"
,"[82, 0, 0]","[0.03318610972876234, 7.345162922257959e-07]"
,"[83, 0, 0]","[0.03318610972858395, 3.955881875239797e-07]"
,"[84, 0, 0]","[0.033186109728465904, 2.678017269036544e-07]"
,"[85, 0, 0]","[0.03318610972834818, 5.026431634937924e-07]"
,"[86, 0, 0]","[0.0331861097281822, 7.016475602771877e-07]"
,"[87, 0, 0]","[0.03318610972799393, 6.328282539467621e-07]"
,"[88, 0, 0]","[0.0331861097278444, 3.3452343317056614e-07]"
,"[89, 0, 0]","[0.03318610972773556, 2.822586366148095e-07]"
,"[90, 0, 0]","[0.03318610972761471, 5.216323886046174e-07]"
,"[91, 0, 0]","[0.033186109727447836, 6.906556517440308e-07]"
,"[92, 0, 0]","[0.033186109727273955, 5.744954695365984e-07]"
,"[93, 0, 0]","[0.033186109727151344, 2.7635099451162205e-07]"
,"[94, 0, 0]","[0.03318610972706662, 2.695109653357833e-07]"
,"[95, 0, 0]","[0.03318610972696667, 4.920577010753658e-07]"
,"[96, 0, 0]","[0.03318610972682409, 6.392808835787463e-07]"
,"[97, 0, 0]","[0.033186109726677286, 5.186556448490948e-07]"
,"[98, 0, 0]","[0.03318610972657855, 2.40454936270422e-07]"
,"[99, 0, 0]","[0.03318610972651448, 2.3388694814683025e-07]"
,"[100, 0, 0]","[0.033186109726441086, 4.165987573927777e-07]"
,"[101, 0, 0]","[0.033186109726338245, 5.269242092512104e-07]"
,"[102, 0, 0]","[0.033186109726235494, 4.1311747568620647e-07]"
,"[103, 0, 0]","[0.033186109726167, 1.9142085284844926e-07]"
,"[104, 0, 0]","[0.03318610972612026, 2.0959206181181194e-07]"
,"[105, 0, 0]","[0.033186109726064006, 3.641441688871472e-07]"
,"[106, 0, 0]","[0.033186109725986616, 4.4503513272954036e-07]"
,"[107, 0, 0]","[0.03318610972591205, 3.342639783737082e-07]"
,"[108, 0, 0]","[0.0331861097258636, 1.542263964109495e-07]"
,"[109, 0, 0]","[0.033186109725829714, 1.858967434748255e-07]"
,"[110, 0, 0]","[0.03318610972578807, 3.110693269429123e-07]"
,"[111, 0, 0]","[0.0331861097257333, 3.6000619611929154e-07]"
,"[112, 0, 0]","[0.03318610972568377, 2.5193898267183173e-07]"
,"[113, 0, 0]","[0.033186109725652516, 1.1940667757160255e-07]"
,"[114, 0, 0]","[0.033186109725628986, 1.6707062980682843e-07]"
,"[115, 0, 0]","[0.03318610972559821, 2.687732138135395e-07]"
,"[116, 0, 0]","[0.03318610972555956, 2.9217787525019975e-07]"
,"[117, 0, 0]","[0.033186109725527733, 1.869003651158548e-07]"
,"[118, 0, 0]","[0.03318610972550932, 9.017523673354622e-08]"
,"[119, 0, 0]","[0.03318610972549495, 1.390099570347432e-07]"
,"[120, 0, 0]","[0.033186109725474484, 2.2143025166445905e-07]"
,"[121, 0, 0]","[0.03318610972544841, 2.389958565449389e-07]"
,"[122, 0, 0]","[0.033186109725427, 1.5121177280799834e-07]"
,"[123, 0, 0]","[0.03318610972541516, 7.090203371849e-08]"
,"[124, 0, 0]","[0.03318610972540649, 1.0587563700741746e-07]"
,"[125, 0, 0]","[0.03318610972539424, 1.6735071613966613e-07]"
,"[126, 0, 0]","[0.03318610972537848, 1.8149387026929454e-07]"
,"[127, 0, 0]","[0.033186109725365, 1.1780831185837806e-07]"
,"[128, 0, 0]","[0.03318610972535686, 6.00024002989711e-08]"
,"[129, 0, 0]","[0.033186109725350486, 9.026863642265531e-08]"
,"[130, 0, 0]","[0.033186109725341605, 1.3940906147426691e-07]"
,"[131, 0, 0]","[0.03318610972533052, 1.4679875909088527e-07]"
,"[132, 0, 0]","[0.03318610972532139, 9.199276207148878e-08]"
,"[133, 0, 0]","[0.03318610972531609, 4.872563385881874e-08]"
,"[134, 0, 0]","[0.03318610972531181, 7.419889391590825e-08]"
,"[135, 0, 0]","[0.03318610972530602, 1.0993678064395772e-07]"
,"[136, 0, 0]","[0.03318610972529905, 1.1002799851609469e-07]"
,"[137, 0, 0]","[0.033186109725293476, 6.671212752627457e-08]"
,"[138, 0, 0]","[0.03318610972528984, 4.340213178091701e-08]"
,"[139, 0, 0]","[0.0331861097252864, 7.109458039463718e-08]"
,"[140, 0, 0]","[0.03318610972528142, 1.0174807588860311e-07]"
,"[141, 0, 0]","[0.033186109725275796, 9.598482236503249e-08]"
,"[142, 0, 0]","[0.033186109725271806, 5.3273865448229736e-08]"
,"[143, 0, 0]","[0.033186109725269454, 3.562954853864778e-08]"
,"[144, 0, 0]","[0.033186109725267136, 6.051935582147703e-08]"
,"[145, 0, 0]","[0.033186109725263355, 9.115223972681057e-08]"
,"[146, 0, 0]","[0.03318610972525858, 9.420255254523306e-08]"
,"[147, 0, 0]","[0.03318610972525473, 5.8037791726451557e-08]"
,"[148, 0, 0]","[0.033186109725252495, 3.1363413485672344e-08]"
,"[149, 0, 0]","[0.033186109725250705, 4.792565446697326e-08]"
,"[150, 0, 0]","[0.03318610972524805, 7.395983837327294e-08]"
,"[151, 0, 0]","[0.03318610972524455, 8.026504708812785e-08]"
,"[152, 0, 0]","[0.033186109725241456, 5.322249391724285e-08]"
,"[153, 0, 0]","[0.03318610972523964, 2.8577562222195978e-08]"
,"[154, 0, 0]","[0.03318610972523814, 4.117228959590174e-08]"
,"[155, 0, 0]","[0.03318610972523603, 6.524568733205455e-08]"
,"[156, 0, 0]","[0.03318610972523304, 7.448089867407876e-08]"
,"[157, 0, 0]","[0.03318610972523036, 5.2299689809524034e-08]"
,"[158, 0, 0]","[0.03318610972522882, 2.5458509911995622e-08]"
,"[159, 0, 0]","[0.03318610972522783, 3.1061159652312365e-08]"
,"[160, 0, 0]","[0.03318610972522646, 4.918544954811565e-08]"
,"[161, 0, 0]","[0.03318610972522455, 5.764022836215411e-08]"
,"[162, 0, 0]","[0.033186109725222825, 4.218665722135634e-08]"
,"[163, 0, 0]","[0.033186109725221805, 2.1362642743671948e-08]"
,"[164, 0, 0]","[0.03318610972522108, 2.5071680027540553e-08]"
,"[165, 0, 0]","[0.03318610972522012, 4.040062862075985e-08]"
,"[166, 0, 0]","[0.03318610972521878, 4.97973178980147e-08]"
,"[167, 0, 0]","[0.033186109725217364, 3.9318838338912623e-08]"
,"[168, 0, 0]","[0.03318610972521649, 2.025409779750841e-08]"
,"[169, 0, 0]","[0.033186109725215907, 2.0757766710044874e-08]"
,"[170, 0, 0]","[0.033186109725215185, 3.4134005652859e-08]"
,"[171, 0, 0]","[0.033186109725214054, 4.615528340256554e-08]"
,"[172, 0, 0]","[0.033186109725212645, 4.2720945895190186e-08]"
,"[173, 0, 0]","[0.033186109725211604, 2.521773597737094e-08]"
,"[174, 0, 0]","[0.033186109725210855, 2.0242657252309884e-08]"
,"[175, 0, 0]","[0.033186109725210154, 3.164772718726608e-08]"
,"[176, 0, 0]","[0.033186109725209, 4.312835613597542e-08]"
,"[177, 0, 0]","[0.0331861097252077, 4.069023146601376e-08]"
,"[178, 0, 0]","[0.033186109725206664, 2.502910747280954e-08]"
,"[179, 0, 0]","[0.03318610972520599, 2.0503404660274284e-08]"
,"[180, 0, 0]","[0.03318610972520518, 3.198556171956414e-08]"
,"[181, 0, 0]","[0.03318610972520405, 4.3754741453060246e-08]"
,"[182, 0, 0]","[0.0331861097252027, 4.065156169173469e-08]"
0.8861328125000001,0,2.2973379964058607e-12
0.886171875,0,7.005034280157625e-08
,1,2.872924856160723e-14
,,RedoPen
0.886171875,0,8.605973877655026e-08
,1,4.744010984366334e-13
0.8862500000000001,0,2.797341083749196e-07
,1,2.734299506554887e-14
0.8875000000000001,0,7.156999567809545e-05
,1,1.9428814388460516e-09
,2,9.180458468248752e-14
0.89,0,0.0002818080126602364
,1,2.9192683131660085e-08
,2,1.7786993437002826e-11
0.9,0,0.004380158185696455
,1,4.202976839519593e-06
,2,4.966868726556719e-07
,3,1.2968427199901323e-13
0.91,0,0.003892038753744508,47: 44-->40
,1,8.792006024094897e-06
